clusterName,gene,NSForestMarker
Inh L3-5 SST OR5AH1P,QRFPR,n
Inh L3-5 SST OR5AH1P,EDNRA,n
Inh L3-5 SST OR5AH1P,TRHDE,n
Inh L3-5 SST OR5AH1P,COL19A1,n
Inh L3-5 SST OR5AH1P,TRPM3,n
Inh L3-5 SST OR5AH1P,HPGD,n
Inh L3-5 SST OR5AH1P,RGS5,n
Inh L3-5 SST OR5AH1P,SPON1,n
Inh L3-5 SST OR5AH1P,ADAMTS5,y
Inh L3-5 SST OR5AH1P,FBXL7,y
Inh L3-5 SST OR5AH1P,SST,y
Inh L3-5 SST OR5AH1P,EYS,n
Inh L3-5 SST OR5AH1P,RELN,n
Inh L3-5 SST OR5AH1P,HPSE2,n
Inh L3-5 SST OR5AH1P,NOS1,n
Inh L3-5 SST OR5AH1P,PIEZO2,n
Inh L3-5 SST OR5AH1P,EPB41L4A,n
Inh L3-5 SST OR5AH1P,NDST4,n
Inh L3-5 SST OR5AH1P,KLHL14,n
Inh L3-5 SST OR5AH1P,LOC100996671,n
Inh L3-5 SST OR5AH1P,CALB1,n
Inh L3-5 SST OR5AH1P,SPHKAP,n
Inh L3-5 SST OR5AH1P,TMEM132C,n
Inh L3-5 SST OR5AH1P,PCSK5,n
Inh L3-5 SST OR5AH1P,TAC1,n
Inh L3-5 SST OR5AH1P,LOC101927843,n
Inh L3-5 SST OR5AH1P,LOC101929028,n
Inh L3-5 SST OR5AH1P,ADAMTSL1,n
Inh L3-5 SST OR5AH1P,SEMA5A,n
Inh L3-5 SST OR5AH1P,THSD7B,n
Inh L3-5 SST OR5AH1P,HGF,n
Inh L3-5 SST OR5AH1P,ITGA1,n
Inh L3-5 SST OR5AH1P,STON2,n
Inh L3-5 SST OR5AH1P,ADAMTS20,n
Inh L3-5 SST OR5AH1P,PENK,n
Inh L3-5 SST OR5AH1P,HCRTR2,n
Inh L3-5 SST OR5AH1P,KLHL1,n
Inh L3-5 SST OR5AH1P,SLC17A8,n
Inh L3-5 SST OR5AH1P,LOC100128108,n
Inh L3-5 SST OR5AH1P,TH,n
Inh L3-5 SST GGTLC3,FREM1,n
Inh L3-5 SST GGTLC3,NPNT,n
Inh L3-5 SST GGTLC3,QRFPR,n
Inh L3-5 SST GGTLC3,EDNRA,n
Inh L3-5 SST GGTLC3,TRHDE,n
Inh L3-5 SST GGTLC3,COL19A1,n
Inh L3-5 SST GGTLC3,TRPM3,n
Inh L3-5 SST GGTLC3,HPGD,n
Inh L3-5 SST GGTLC3,RGS5,n
Inh L3-5 SST GGTLC3,SPON1,n
Inh L3-5 SST GGTLC3,ADAMTS5,n
Inh L3-5 SST GGTLC3,FBXL7,n
Inh L3-5 SST GGTLC3,SST,n
Inh L3-5 SST GGTLC3,EYS,y
Inh L3-5 SST GGTLC3,RELN,y
Inh L3-5 SST GGTLC3,HPSE2,n
Inh L3-5 SST GGTLC3,NOS1,n
Inh L3-5 SST GGTLC3,PIEZO2,n
Inh L3-5 SST GGTLC3,EPB41L4A,n
Inh L3-5 SST GGTLC3,NDST4,n
Inh L3-5 SST GGTLC3,KLHL14,n
Inh L3-5 SST GGTLC3,LOC100996671,n
Inh L3-5 SST GGTLC3,CALB1,n
Inh L3-5 SST GGTLC3,SPHKAP,n
Inh L3-5 SST GGTLC3,TMEM132C,n
Inh L3-5 SST GGTLC3,PCSK5,n
Inh L3-5 SST GGTLC3,TAC1,n
Inh L3-5 SST GGTLC3,LOC101927843,n
Inh L3-5 SST GGTLC3,LOC101929028,n
Inh L3-5 SST GGTLC3,ADAMTSL1,n
Inh L3-5 SST GGTLC3,SEMA5A,n
Inh L3-5 SST GGTLC3,THSD7B,n
Inh L3-5 SST GGTLC3,HGF,n
Inh L3-5 SST GGTLC3,ITGA1,n
Inh L3-5 SST GGTLC3,STON2,n
Inh L3-5 SST GGTLC3,ADAMTS20,n
Inh L3-5 SST GGTLC3,PENK,n
Inh L3-5 SST GGTLC3,HCRTR2,n
Inh L3-5 SST GGTLC3,KLHL1,n
Inh L3-5 SST GGTLC3,SLC17A8,n
Inh L3-5 SST GGTLC3,LOC100128108,n
Inh L3-5 SST GGTLC3,TH,n
Inh L2-3 SST NMU,FREM1,n
Inh L2-3 SST NMU,NPNT,n
Inh L2-3 SST NMU,QRFPR,n
Inh L2-3 SST NMU,EDNRA,n
Inh L2-3 SST NMU,TRHDE,n
Inh L2-3 SST NMU,COL19A1,n
Inh L2-3 SST NMU,TRPM3,n
Inh L2-3 SST NMU,HPGD,n
Inh L2-3 SST NMU,RGS5,n
Inh L2-3 SST NMU,SPON1,n
Inh L2-3 SST NMU,ADAMTS5,n
Inh L2-3 SST NMU,FBXL7,n
Inh L2-3 SST NMU,SST,n
Inh L2-3 SST NMU,EYS,n
Inh L2-3 SST NMU,RELN,n
Inh L2-3 SST NMU,HPSE2,y
Inh L2-3 SST NMU,NOS1,y
Inh L2-3 SST NMU,PIEZO2,y
Inh L2-3 SST NMU,EPB41L4A,n
Inh L2-3 SST NMU,NDST4,n
Inh L2-3 SST NMU,KLHL14,n
Inh L2-3 SST NMU,LOC100996671,n
Inh L2-3 SST NMU,CALB1,n
Inh L2-3 SST NMU,SPHKAP,n
Inh L2-3 SST NMU,TMEM132C,n
Inh L2-3 SST NMU,PCSK5,n
Inh L2-3 SST NMU,TAC1,n
Inh L2-3 SST NMU,LOC101927843,n
Inh L2-3 SST NMU,LOC101929028,n
Inh L2-3 SST NMU,ADAMTSL1,n
Inh L2-3 SST NMU,SEMA5A,n
Inh L2-3 SST NMU,THSD7B,n
Inh L2-3 SST NMU,HGF,n
Inh L2-3 SST NMU,ITGA1,n
Inh L2-3 SST NMU,STON2,n
Inh L2-3 SST NMU,ADAMTS20,n
Inh L2-3 SST NMU,PENK,n
Inh L2-3 SST NMU,HCRTR2,n
Inh L2-3 SST NMU,KLHL1,n
Inh L2-3 SST NMU,SLC17A8,n
Inh L2-3 SST NMU,LOC100128108,n
Inh L2-3 SST NMU,TH,n
Inh L5-6 SST PAWR,FREM1,n
Inh L5-6 SST PAWR,NPNT,n
Inh L5-6 SST PAWR,QRFPR,n
Inh L5-6 SST PAWR,EDNRA,n
Inh L5-6 SST PAWR,TRHDE,y
Inh L5-6 SST PAWR,COL19A1,n
Inh L5-6 SST PAWR,TRPM3,n
Inh L5-6 SST PAWR,HPGD,n
Inh L5-6 SST PAWR,RGS5,n
Inh L5-6 SST PAWR,SPON1,n
Inh L5-6 SST PAWR,ADAMTS5,n
Inh L5-6 SST PAWR,FBXL7,n
Inh L5-6 SST PAWR,SST,n
Inh L5-6 SST PAWR,EYS,n
Inh L5-6 SST PAWR,RELN,n
Inh L5-6 SST PAWR,HPSE2,n
Inh L5-6 SST PAWR,NOS1,n
Inh L5-6 SST PAWR,PIEZO2,n
Inh L5-6 SST PAWR,EPB41L4A,y
Inh L5-6 SST PAWR,NDST4,y
Inh L5-6 SST PAWR,KLHL14,n
Inh L5-6 SST PAWR,LOC100996671,n
Inh L5-6 SST PAWR,CALB1,n
Inh L5-6 SST PAWR,SPHKAP,n
Inh L5-6 SST PAWR,TMEM132C,n
Inh L5-6 SST PAWR,PCSK5,n
Inh L5-6 SST PAWR,TAC1,n
Inh L5-6 SST PAWR,LOC101927843,n
Inh L5-6 SST PAWR,LOC101929028,n
Inh L5-6 SST PAWR,ADAMTSL1,n
Inh L5-6 SST PAWR,SEMA5A,n
Inh L5-6 SST PAWR,THSD7B,n
Inh L5-6 SST PAWR,HGF,n
Inh L5-6 SST PAWR,ITGA1,n
Inh L5-6 SST PAWR,STON2,n
Inh L5-6 SST PAWR,ADAMTS20,n
Inh L5-6 SST PAWR,PENK,n
Inh L5-6 SST PAWR,HCRTR2,n
Inh L5-6 SST PAWR,KLHL1,n
Inh L5-6 SST PAWR,SLC17A8,n
Inh L5-6 SST PAWR,LOC100128108,n
Inh L5-6 SST PAWR,TH,n
Inh L5-6 SST PIK3CD,FREM1,n
Inh L5-6 SST PIK3CD,NPNT,n
Inh L5-6 SST PIK3CD,QRFPR,n
Inh L5-6 SST PIK3CD,EDNRA,n
Inh L5-6 SST PIK3CD,TRHDE,n
Inh L5-6 SST PIK3CD,COL19A1,n
Inh L5-6 SST PIK3CD,TRPM3,n
Inh L5-6 SST PIK3CD,HPGD,n
Inh L5-6 SST PIK3CD,RGS5,n
Inh L5-6 SST PIK3CD,SPON1,n
Inh L5-6 SST PIK3CD,ADAMTS5,n
Inh L5-6 SST PIK3CD,FBXL7,n
Inh L5-6 SST PIK3CD,SST,n
Inh L5-6 SST PIK3CD,EYS,n
Inh L5-6 SST PIK3CD,RELN,n
Inh L5-6 SST PIK3CD,HPSE2,n
Inh L5-6 SST PIK3CD,NOS1,n
Inh L5-6 SST PIK3CD,PIEZO2,n
Inh L5-6 SST PIK3CD,EPB41L4A,n
Inh L5-6 SST PIK3CD,NDST4,n
Inh L5-6 SST PIK3CD,KLHL14,y
Inh L5-6 SST PIK3CD,LOC100996671,y
Inh L5-6 SST PIK3CD,CALB1,n
Inh L5-6 SST PIK3CD,SPHKAP,n
Inh L5-6 SST PIK3CD,TMEM132C,n
Inh L5-6 SST PIK3CD,PCSK5,n
Inh L5-6 SST PIK3CD,TAC1,n
Inh L5-6 SST PIK3CD,LOC101927843,n
Inh L5-6 SST PIK3CD,LOC101929028,n
Inh L5-6 SST PIK3CD,ADAMTSL1,n
Inh L5-6 SST PIK3CD,SEMA5A,n
Inh L5-6 SST PIK3CD,THSD7B,n
Inh L5-6 SST PIK3CD,HGF,n
Inh L5-6 SST PIK3CD,ITGA1,n
Inh L5-6 SST PIK3CD,STON2,n
Inh L5-6 SST PIK3CD,ADAMTS20,n
Inh L5-6 SST PIK3CD,PENK,n
Inh L5-6 SST PIK3CD,HCRTR2,n
Inh L5-6 SST PIK3CD,KLHL1,n
Inh L5-6 SST PIK3CD,SLC17A8,n
Inh L5-6 SST PIK3CD,LOC100128108,n
Inh L5-6 SST PIK3CD,TH,n
Inh L1-2 SST CCNJL,FREM1,n
Inh L1-2 SST CCNJL,NPNT,n
Inh L1-2 SST CCNJL,QRFPR,n
Inh L1-2 SST CCNJL,EDNRA,n
Inh L1-2 SST CCNJL,TRHDE,n
Inh L1-2 SST CCNJL,COL19A1,n
Inh L1-2 SST CCNJL,TRPM3,n
Inh L1-2 SST CCNJL,HPGD,n
Inh L1-2 SST CCNJL,RGS5,n
Inh L1-2 SST CCNJL,SPON1,n
Inh L1-2 SST CCNJL,ADAMTS5,n
Inh L1-2 SST CCNJL,FBXL7,n
Inh L1-2 SST CCNJL,SST,n
Inh L1-2 SST CCNJL,EYS,n
Inh L1-2 SST CCNJL,RELN,n
Inh L1-2 SST CCNJL,HPSE2,n
Inh L1-2 SST CCNJL,NOS1,n
Inh L1-2 SST CCNJL,PIEZO2,n
Inh L1-2 SST CCNJL,EPB41L4A,n
Inh L1-2 SST CCNJL,NDST4,n
Inh L1-2 SST CCNJL,KLHL14,n
Inh L1-2 SST CCNJL,LOC100996671,n
Inh L1-2 SST CCNJL,CALB1,y
Inh L1-2 SST CCNJL,SPHKAP,y
Inh L1-2 SST CCNJL,TMEM132C,y
Inh L1-2 SST CCNJL,PCSK5,n
Inh L1-2 SST CCNJL,TAC1,n
Inh L1-2 SST CCNJL,LOC101927843,n
Inh L1-2 SST CCNJL,LOC101929028,n
Inh L1-2 SST CCNJL,ADAMTSL1,n
Inh L1-2 SST CCNJL,SEMA5A,n
Inh L1-2 SST CCNJL,THSD7B,n
Inh L1-2 SST CCNJL,HGF,n
Inh L1-2 SST CCNJL,ITGA1,n
Inh L1-2 SST CCNJL,STON2,n
Inh L1-2 SST CCNJL,ADAMTS20,n
Inh L1-2 SST CCNJL,PENK,n
Inh L1-2 SST CCNJL,HCRTR2,n
Inh L1-2 SST CCNJL,KLHL1,n
Inh L1-2 SST CCNJL,SLC17A8,n
Inh L1-2 SST CCNJL,LOC100128108,n
Inh L1-2 SST CCNJL,TH,n
Inh L1-3 SST FAM20A,FREM1,n
Inh L1-3 SST FAM20A,NPNT,n
Inh L1-3 SST FAM20A,QRFPR,n
Inh L1-3 SST FAM20A,EDNRA,n
Inh L1-3 SST FAM20A,TRHDE,n
Inh L1-3 SST FAM20A,COL19A1,n
Inh L1-3 SST FAM20A,TRPM3,n
Inh L1-3 SST FAM20A,HPGD,n
Inh L1-3 SST FAM20A,RGS5,n
Inh L1-3 SST FAM20A,SPON1,n
Inh L1-3 SST FAM20A,ADAMTS5,n
Inh L1-3 SST FAM20A,FBXL7,n
Inh L1-3 SST FAM20A,SST,n
Inh L1-3 SST FAM20A,EYS,n
Inh L1-3 SST FAM20A,RELN,n
Inh L1-3 SST FAM20A,HPSE2,n
Inh L1-3 SST FAM20A,NOS1,n
Inh L1-3 SST FAM20A,PIEZO2,n
Inh L1-3 SST FAM20A,EPB41L4A,n
Inh L1-3 SST FAM20A,NDST4,n
Inh L1-3 SST FAM20A,KLHL14,n
Inh L1-3 SST FAM20A,LOC100996671,n
Inh L1-3 SST FAM20A,CALB1,n
Inh L1-3 SST FAM20A,SPHKAP,n
Inh L1-3 SST FAM20A,TMEM132C,n
Inh L1-3 SST FAM20A,PCSK5,y
Inh L1-3 SST FAM20A,TAC1,y
Inh L1-3 SST FAM20A,LOC101927843,n
Inh L1-3 SST FAM20A,LOC101929028,n
Inh L1-3 SST FAM20A,ADAMTSL1,n
Inh L1-3 SST FAM20A,SEMA5A,n
Inh L1-3 SST FAM20A,THSD7B,n
Inh L1-3 SST FAM20A,HGF,n
Inh L1-3 SST FAM20A,ITGA1,n
Inh L1-3 SST FAM20A,STON2,n
Inh L1-3 SST FAM20A,ADAMTS20,n
Inh L1-3 SST FAM20A,PENK,n
Inh L1-3 SST FAM20A,HCRTR2,n
Inh L1-3 SST FAM20A,KLHL1,n
Inh L1-3 SST FAM20A,SLC17A8,n
Inh L1-3 SST FAM20A,LOC100128108,n
Inh L1-3 SST FAM20A,TH,n
Inh L1-2 SST PRRT4,FREM1,n
Inh L1-2 SST PRRT4,NPNT,n
Inh L1-2 SST PRRT4,QRFPR,n
Inh L1-2 SST PRRT4,EDNRA,n
Inh L1-2 SST PRRT4,TRHDE,n
Inh L1-2 SST PRRT4,COL19A1,n
Inh L1-2 SST PRRT4,TRPM3,n
Inh L1-2 SST PRRT4,HPGD,n
Inh L1-2 SST PRRT4,RGS5,n
Inh L1-2 SST PRRT4,SPON1,n
Inh L1-2 SST PRRT4,ADAMTS5,n
Inh L1-2 SST PRRT4,FBXL7,n
Inh L1-2 SST PRRT4,SST,n
Inh L1-2 SST PRRT4,EYS,n
Inh L1-2 SST PRRT4,RELN,n
Inh L1-2 SST PRRT4,HPSE2,n
Inh L1-2 SST PRRT4,NOS1,n
Inh L1-2 SST PRRT4,PIEZO2,n
Inh L1-2 SST PRRT4,EPB41L4A,n
Inh L1-2 SST PRRT4,NDST4,n
Inh L1-2 SST PRRT4,KLHL14,n
Inh L1-2 SST PRRT4,LOC100996671,n
Inh L1-2 SST PRRT4,CALB1,n
Inh L1-2 SST PRRT4,SPHKAP,n
Inh L1-2 SST PRRT4,TMEM132C,n
Inh L1-2 SST PRRT4,PCSK5,n
Inh L1-2 SST PRRT4,TAC1,n
Inh L1-2 SST PRRT4,LOC101927843,y
Inh L1-2 SST PRRT4,LOC101929028,y
Inh L1-2 SST PRRT4,ADAMTSL1,n
Inh L1-2 SST PRRT4,SEMA5A,n
Inh L1-2 SST PRRT4,THSD7B,n
Inh L1-2 SST PRRT4,HGF,n
Inh L1-2 SST PRRT4,ITGA1,n
Inh L1-2 SST PRRT4,STON2,n
Inh L1-2 SST PRRT4,ADAMTS20,n
Inh L1-2 SST PRRT4,PENK,n
Inh L1-2 SST PRRT4,HCRTR2,n
Inh L1-2 SST PRRT4,KLHL1,n
Inh L1-2 SST PRRT4,SLC17A8,n
Inh L1-2 SST PRRT4,LOC100128108,n
Inh L1-2 SST PRRT4,TH,n
Inh L5-6 SST BEAN1,FREM1,n
Inh L5-6 SST BEAN1,NPNT,n
Inh L5-6 SST BEAN1,QRFPR,n
Inh L5-6 SST BEAN1,EDNRA,n
Inh L5-6 SST BEAN1,TRHDE,y
Inh L5-6 SST BEAN1,COL19A1,n
Inh L5-6 SST BEAN1,TRPM3,n
Inh L5-6 SST BEAN1,HPGD,n
Inh L5-6 SST BEAN1,RGS5,n
Inh L5-6 SST BEAN1,SPON1,n
Inh L5-6 SST BEAN1,ADAMTS5,n
Inh L5-6 SST BEAN1,FBXL7,n
Inh L5-6 SST BEAN1,SST,n
Inh L5-6 SST BEAN1,EYS,n
Inh L5-6 SST BEAN1,RELN,n
Inh L5-6 SST BEAN1,HPSE2,n
Inh L5-6 SST BEAN1,NOS1,n
Inh L5-6 SST BEAN1,PIEZO2,n
Inh L5-6 SST BEAN1,EPB41L4A,n
Inh L5-6 SST BEAN1,NDST4,n
Inh L5-6 SST BEAN1,KLHL14,n
Inh L5-6 SST BEAN1,LOC100996671,n
Inh L5-6 SST BEAN1,CALB1,n
Inh L5-6 SST BEAN1,SPHKAP,n
Inh L5-6 SST BEAN1,TMEM132C,n
Inh L5-6 SST BEAN1,PCSK5,n
Inh L5-6 SST BEAN1,TAC1,n
Inh L5-6 SST BEAN1,LOC101927843,n
Inh L5-6 SST BEAN1,LOC101929028,n
Inh L5-6 SST BEAN1,ADAMTSL1,y
Inh L5-6 SST BEAN1,SEMA5A,y
Inh L5-6 SST BEAN1,THSD7B,y
Inh L5-6 SST BEAN1,HGF,n
Inh L5-6 SST BEAN1,ITGA1,n
Inh L5-6 SST BEAN1,STON2,n
Inh L5-6 SST BEAN1,ADAMTS20,n
Inh L5-6 SST BEAN1,PENK,n
Inh L5-6 SST BEAN1,HCRTR2,n
Inh L5-6 SST BEAN1,KLHL1,n
Inh L5-6 SST BEAN1,SLC17A8,n
Inh L5-6 SST BEAN1,LOC100128108,n
Inh L5-6 SST BEAN1,TH,n
Inh L5-6 SST DNAJC14,FREM1,n
Inh L5-6 SST DNAJC14,NPNT,n
Inh L5-6 SST DNAJC14,QRFPR,n
Inh L5-6 SST DNAJC14,EDNRA,n
Inh L5-6 SST DNAJC14,TRHDE,n
Inh L5-6 SST DNAJC14,COL19A1,n
Inh L5-6 SST DNAJC14,TRPM3,n
Inh L5-6 SST DNAJC14,HPGD,n
Inh L5-6 SST DNAJC14,RGS5,n
Inh L5-6 SST DNAJC14,SPON1,n
Inh L5-6 SST DNAJC14,ADAMTS5,n
Inh L5-6 SST DNAJC14,FBXL7,n
Inh L5-6 SST DNAJC14,SST,n
Inh L5-6 SST DNAJC14,EYS,n
Inh L5-6 SST DNAJC14,RELN,n
Inh L5-6 SST DNAJC14,HPSE2,n
Inh L5-6 SST DNAJC14,NOS1,n
Inh L5-6 SST DNAJC14,PIEZO2,n
Inh L5-6 SST DNAJC14,EPB41L4A,n
Inh L5-6 SST DNAJC14,NDST4,n
Inh L5-6 SST DNAJC14,KLHL14,n
Inh L5-6 SST DNAJC14,LOC100996671,n
Inh L5-6 SST DNAJC14,CALB1,n
Inh L5-6 SST DNAJC14,SPHKAP,n
Inh L5-6 SST DNAJC14,TMEM132C,n
Inh L5-6 SST DNAJC14,PCSK5,n
Inh L5-6 SST DNAJC14,TAC1,n
Inh L5-6 SST DNAJC14,LOC101927843,n
Inh L5-6 SST DNAJC14,LOC101929028,n
Inh L5-6 SST DNAJC14,ADAMTSL1,n
Inh L5-6 SST DNAJC14,SEMA5A,n
Inh L5-6 SST DNAJC14,THSD7B,n
Inh L5-6 SST DNAJC14,HGF,y
Inh L5-6 SST DNAJC14,ITGA1,y
Inh L5-6 SST DNAJC14,STON2,y
Inh L5-6 SST DNAJC14,ADAMTS20,n
Inh L5-6 SST DNAJC14,PENK,n
Inh L5-6 SST DNAJC14,HCRTR2,n
Inh L5-6 SST DNAJC14,KLHL1,n
Inh L5-6 SST DNAJC14,SLC17A8,n
Inh L5-6 SST DNAJC14,LOC100128108,n
Inh L5-6 SST DNAJC14,TH,n
Inh L5-6 SST C4orf26,FREM1,n
Inh L5-6 SST C4orf26,NPNT,n
Inh L5-6 SST C4orf26,QRFPR,n
Inh L5-6 SST C4orf26,EDNRA,n
Inh L5-6 SST C4orf26,TRHDE,n
Inh L5-6 SST C4orf26,COL19A1,n
Inh L5-6 SST C4orf26,TRPM3,n
Inh L5-6 SST C4orf26,HPGD,n
Inh L5-6 SST C4orf26,RGS5,n
Inh L5-6 SST C4orf26,SPON1,y
Inh L5-6 SST C4orf26,ADAMTS5,n
Inh L5-6 SST C4orf26,FBXL7,n
Inh L5-6 SST C4orf26,SST,n
Inh L5-6 SST C4orf26,EYS,n
Inh L5-6 SST C4orf26,RELN,n
Inh L5-6 SST C4orf26,HPSE2,n
Inh L5-6 SST C4orf26,NOS1,n
Inh L5-6 SST C4orf26,PIEZO2,n
Inh L5-6 SST C4orf26,EPB41L4A,n
Inh L5-6 SST C4orf26,NDST4,n
Inh L5-6 SST C4orf26,KLHL14,n
Inh L5-6 SST C4orf26,LOC100996671,n
Inh L5-6 SST C4orf26,CALB1,n
Inh L5-6 SST C4orf26,SPHKAP,n
Inh L5-6 SST C4orf26,TMEM132C,n
Inh L5-6 SST C4orf26,PCSK5,n
Inh L5-6 SST C4orf26,TAC1,n
Inh L5-6 SST C4orf26,LOC101927843,n
Inh L5-6 SST C4orf26,LOC101929028,n
Inh L5-6 SST C4orf26,ADAMTSL1,n
Inh L5-6 SST C4orf26,SEMA5A,n
Inh L5-6 SST C4orf26,THSD7B,n
Inh L5-6 SST C4orf26,HGF,n
Inh L5-6 SST C4orf26,ITGA1,n
Inh L5-6 SST C4orf26,STON2,n
Inh L5-6 SST C4orf26,ADAMTS20,y
Inh L5-6 SST C4orf26,PENK,y
Inh L5-6 SST C4orf26,HCRTR2,n
Inh L5-6 SST C4orf26,KLHL1,n
Inh L5-6 SST C4orf26,SLC17A8,n
Inh L5-6 SST C4orf26,LOC100128108,n
Inh L5-6 SST C4orf26,TH,n
Inh L5-6 SST FBN2,FREM1,n
Inh L5-6 SST FBN2,NPNT,n
Inh L5-6 SST FBN2,QRFPR,n
Inh L5-6 SST FBN2,EDNRA,n
Inh L5-6 SST FBN2,TRHDE,n
Inh L5-6 SST FBN2,COL19A1,n
Inh L5-6 SST FBN2,TRPM3,n
Inh L5-6 SST FBN2,HPGD,n
Inh L5-6 SST FBN2,RGS5,n
Inh L5-6 SST FBN2,SPON1,n
Inh L5-6 SST FBN2,ADAMTS5,n
Inh L5-6 SST FBN2,FBXL7,n
Inh L5-6 SST FBN2,SST,n
Inh L5-6 SST FBN2,EYS,n
Inh L5-6 SST FBN2,RELN,n
Inh L5-6 SST FBN2,HPSE2,n
Inh L5-6 SST FBN2,NOS1,n
Inh L5-6 SST FBN2,PIEZO2,n
Inh L5-6 SST FBN2,EPB41L4A,n
Inh L5-6 SST FBN2,NDST4,n
Inh L5-6 SST FBN2,KLHL14,n
Inh L5-6 SST FBN2,LOC100996671,n
Inh L5-6 SST FBN2,CALB1,n
Inh L5-6 SST FBN2,SPHKAP,n
Inh L5-6 SST FBN2,TMEM132C,n
Inh L5-6 SST FBN2,PCSK5,n
Inh L5-6 SST FBN2,TAC1,n
Inh L5-6 SST FBN2,LOC101927843,n
Inh L5-6 SST FBN2,LOC101929028,n
Inh L5-6 SST FBN2,ADAMTSL1,n
Inh L5-6 SST FBN2,SEMA5A,n
Inh L5-6 SST FBN2,THSD7B,n
Inh L5-6 SST FBN2,HGF,n
Inh L5-6 SST FBN2,ITGA1,n
Inh L5-6 SST FBN2,STON2,n
Inh L5-6 SST FBN2,ADAMTS20,n
Inh L5-6 SST FBN2,PENK,n
Inh L5-6 SST FBN2,HCRTR2,y
Inh L5-6 SST FBN2,KLHL1,y
Inh L5-6 SST FBN2,SLC17A8,n
Inh L5-6 SST FBN2,LOC100128108,n
Inh L5-6 SST FBN2,TH,n
Inh L5-6 SST KLHL1,FREM1,n
Inh L5-6 SST KLHL1,NPNT,n
Inh L5-6 SST KLHL1,QRFPR,n
Inh L5-6 SST KLHL1,EDNRA,n
Inh L5-6 SST KLHL1,TRHDE,n
Inh L5-6 SST KLHL1,COL19A1,n
Inh L5-6 SST KLHL1,TRPM3,n
Inh L5-6 SST KLHL1,HPGD,n
Inh L5-6 SST KLHL1,RGS5,n
Inh L5-6 SST KLHL1,SPON1,n
Inh L5-6 SST KLHL1,ADAMTS5,n
Inh L5-6 SST KLHL1,FBXL7,n
Inh L5-6 SST KLHL1,SST,n
Inh L5-6 SST KLHL1,EYS,n
Inh L5-6 SST KLHL1,RELN,n
Inh L5-6 SST KLHL1,HPSE2,n
Inh L5-6 SST KLHL1,NOS1,n
Inh L5-6 SST KLHL1,PIEZO2,n
Inh L5-6 SST KLHL1,EPB41L4A,n
Inh L5-6 SST KLHL1,NDST4,y
Inh L5-6 SST KLHL1,KLHL14,y
Inh L5-6 SST KLHL1,LOC100996671,n
Inh L5-6 SST KLHL1,CALB1,n
Inh L5-6 SST KLHL1,SPHKAP,n
Inh L5-6 SST KLHL1,TMEM132C,n
Inh L5-6 SST KLHL1,PCSK5,n
Inh L5-6 SST KLHL1,TAC1,n
Inh L5-6 SST KLHL1,LOC101927843,n
Inh L5-6 SST KLHL1,LOC101929028,n
Inh L5-6 SST KLHL1,ADAMTSL1,n
Inh L5-6 SST KLHL1,SEMA5A,n
Inh L5-6 SST KLHL1,THSD7B,n
Inh L5-6 SST KLHL1,HGF,n
Inh L5-6 SST KLHL1,ITGA1,n
Inh L5-6 SST KLHL1,STON2,n
Inh L5-6 SST KLHL1,ADAMTS20,n
Inh L5-6 SST KLHL1,PENK,n
Inh L5-6 SST KLHL1,HCRTR2,n
Inh L5-6 SST KLHL1,KLHL1,n
Inh L5-6 SST KLHL1,SLC17A8,y
Inh L5-6 SST KLHL1,LOC100128108,n
Inh L5-6 SST KLHL1,TH,n
Inh L6 SST TH,FREM1,n
Inh L6 SST TH,NPNT,n
Inh L6 SST TH,QRFPR,n
Inh L6 SST TH,EDNRA,n
Inh L6 SST TH,TRHDE,n
Inh L6 SST TH,COL19A1,n
Inh L6 SST TH,TRPM3,n
Inh L6 SST TH,HPGD,n
Inh L6 SST TH,RGS5,n
Inh L6 SST TH,SPON1,n
Inh L6 SST TH,ADAMTS5,n
Inh L6 SST TH,FBXL7,n
Inh L6 SST TH,SST,n
Inh L6 SST TH,EYS,n
Inh L6 SST TH,RELN,n
Inh L6 SST TH,HPSE2,n
Inh L6 SST TH,NOS1,n
Inh L6 SST TH,PIEZO2,n
Inh L6 SST TH,EPB41L4A,n
Inh L6 SST TH,NDST4,n
Inh L6 SST TH,KLHL14,n
Inh L6 SST TH,LOC100996671,n
Inh L6 SST TH,CALB1,n
Inh L6 SST TH,SPHKAP,n
Inh L6 SST TH,TMEM132C,n
Inh L6 SST TH,PCSK5,n
Inh L6 SST TH,TAC1,n
Inh L6 SST TH,LOC101927843,n
Inh L6 SST TH,LOC101929028,n
Inh L6 SST TH,ADAMTSL1,n
Inh L6 SST TH,SEMA5A,n
Inh L6 SST TH,THSD7B,n
Inh L6 SST TH,HGF,n
Inh L6 SST TH,ITGA1,n
Inh L6 SST TH,STON2,n
Inh L6 SST TH,ADAMTS20,n
Inh L6 SST TH,PENK,n
Inh L6 SST TH,HCRTR2,n
Inh L6 SST TH,KLHL1,n
Inh L6 SST TH,SLC17A8,n
Inh L6 SST TH,LOC100128108,y
Inh L6 SST TH,TH,y
Inh L5-6 PVALB KCNIP2,GPC5,y
Inh L5-6 PVALB KCNIP2,NPFFR2,y
Inh L5-6 PVALB KCNIP2,VAV3,y
Inh L5-6 PVALB KCNIP2,PCDH15,n
Inh L5-6 PVALB KCNIP2,SEMA6D,n
Inh L5-6 PVALB KCNIP2,ZFPM2-AS1,n
